IPA Segment,syl,son,cons,cont,delrel,lat,nas,strid,voi,sg,cg,ant,cor,distr,lab,hi,lo,back,round,tense,long
d̤͡z̤ˤ,-,-,+,-,+,-,-,+,+,+,-,+,+,-,-,-,+,+,-,0,-
d̤͡ɮ̤ˤ,-,-,+,-,+,+,-,-,+,+,-,+,+,-,-,0,+,+,-,0,-
d̤͡ʑ̤ˤ,-,-,+,-,+,-,-,+,+,+,-,+,+,+,-,+,+,+,-,0,-
ɣ̤ˤ,-,-,+,+,-,-,-,0,+,+,-,-,-,0,-,+,+,+,-,0,-
ʁ̤ˤ,-,-,+,+,-,-,-,0,+,+,-,-,-,0,-,-,+,+,-,0,-
ʐ̤ˤ,-,-,+,+,-,-,-,+,+,+,-,-,+,-,-,-,+,+,-,0,-
ʒ̤ˤ,-,-,+,+,-,-,-,+,+,+,-,-,+,+,-,-,+,+,-,0,-
ʕ̤ˤ,-,-,+,+,-,-,-,0,+,+,-,-,-,0,-,-,+,+,-,0,-
ʝ̤ˤ,-,-,+,+,-,-,-,0,+,+,-,-,-,0,-,+,+,+,-,0,-
v̤ˤ,-,-,+,+,-,-,-,0,+,+,-,+,-,0,+,-,+,+,-,0,-
z̤ˤ,-,-,+,+,-,-,-,+,+,+,-,+,+,-,-,-,+,+,-,0,-
z̪̤ˤ,-,-,+,+,-,-,-,+,+,+,-,+,+,+,-,-,+,+,-,0,-
ð̤ˤ,-,-,+,+,-,-,-,-,+,+,-,+,+,+,-,-,+,+,-,0,-
β̤ˤ,-,-,+,+,-,-,-,0,+,+,-,+,-,0,+,-,+,+,-,0,-
ɮ̤ˤ,-,-,+,+,+,+,-,-,+,+,-,+,+,-,-,0,+,+,-,0,-
ʑ̤ˤ,-,-,+,+,+,-,-,+,+,+,-,+,+,+,-,+,+,+,-,0,-
ɱ̤ˤ,-,+,+,-,0,-,+,0,+,+,-,+,-,0,+,0,+,+,-,0,-
ŋˤ,-,+,+,-,-,-,+,0,+,+,-,-,-,0,-,+,+,+,-,0,-
ɳ̤ˤ,-,+,+,-,-,-,+,-,+,+,-,-,+,0,-,-,+,+,-,0,-
ɴ̤ˤ,-,+,+,-,-,-,+,0,+,+,-,-,-,0,-,-,+,+,-,0,-
m̤ˤ,-,+,+,-,-,-,+,0,+,+,-,+,-,0,+,-,+,+,-,0,-
n̤ˤ,-,+,+,-,-,-,+,-,+,+,-,+,+,-,-,-,+,+,-,0,-
n̪̤ˤ,-,+,+,-,-,-,+,-,+,+,-,+,+,+,-,-,+,+,-,0,-
ɲ̤ˤ,-,+,+,-,-,-,+,-,+,+,-,+,-,0,-,+,+,+,-,0,-
ɥ̤ˤ,-,+,-,+,0,-,-,0,+,+,-,0,-,0,+,+,+,+,+,+,-
ɰ̤ˤ,-,+,-,+,0,-,-,0,+,+,-,0,-,0,-,+,+,+,-,+,-
ʋ̤ˤ,-,+,-,+,0,-,-,0,+,+,-,+,-,0,+,0,+,+,-,0,-
ʀ̤ˤ,-,+,+,+,0,-,-,0,+,+,-,0,-,0,-,-,+,+,-,0,-
ʙ̤ˤ,-,+,+,+,0,-,-,0,+,+,-,+,-,0,+,0,+,+,-,0,-
ʟ̤ˤ,-,+,+,+,0,+,-,0,+,+,-,0,-,0,-,+,+,+,-,0,-
ɭ̤ˤ,-,+,+,+,0,+,-,-,+,+,-,-,+,-,-,0,+,+,-,0,-
ɽ̤ˤ,-,+,+,+,0,-,-,-,+,+,-,-,+,-,-,0,+,+,-,0,-
ʎ̤ˤ,-,+,+,+,0,+,-,0,+,+,-,-,+,+,-,+,+,+,-,0,-
r̤ˤ,-,+,+,+,0,-,-,-,+,+,-,+,+,-,-,0,+,+,-,0,-
r̪̤ˤ,-,+,+,+,0,-,-,-,+,+,-,+,+,+,-,0,+,+,-,0,-
ɫ̤ˤ,-,+,+,+,0,+,-,-,+,+,-,+,+,-,-,-,+,+,-,0,-
ɺ̤ˤ,-,+,+,+,0,+,-,-,+,+,-,+,+,-,-,0,+,+,-,0,-
ɾ̤ˤ,-,+,+,+,0,-,-,-,+,+,-,+,+,-,-,0,+,+,-,0,-
j̤ˤ,-,+,-,+,-,-,-,0,+,+,-,-,-,0,-,+,+,+,-,0,-
w̤ˤ,-,+,-,+,-,-,-,0,+,+,-,-,-,0,+,+,+,+,+,0,-
ɹ̤ˤ,-,+,-,+,-,-,-,-,+,+,-,-,+,-,-,+,+,+,+,0,-
ɻ̤ˤ,-,+,-,+,-,-,-,-,+,+,-,-,+,-,-,-,+,+,-,0,-
l̤ˤ,-,+,+,+,-,+,-,-,+,+,-,+,+,-,-,-,+,+,-,0,-
l̪̤ˤ,-,+,+,+,-,+,-,-,+,+,-,+,+,+,-,-,+,+,-,0,-
ɑ̤ˤ,+,+,-,+,0,-,-,0,+,+,-,-,-,-,-,-,+,+,-,+,-
ɘ̤ˤ,+,+,-,+,0,-,-,0,+,+,-,-,-,-,-,-,+,+,-,+,-
ɞ̤ˤ,+,+,-,+,0,-,-,0,+,+,-,-,-,-,+,-,+,+,+,-,-
ɤ̤ˤ,+,+,-,+,0,-,-,0,+,+,-,-,-,-,-,-,+,+,-,+,-
ɵ̤ˤ,+,+,-,+,0,-,-,0,+,+,-,-,-,-,+,-,+,+,+,+,-
ʉ̤ˤ,+,+,-,+,0,-,-,0,+,+,-,-,-,-,+,+,+,+,+,+,-
a̤ˤ,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,-,+,+,-,+,-
e̤ˤ,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,-,+,+,-,+,-
i̤ˤ,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,+,+,+,-,+,-
o̤ˤ,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,-,+,+,+,+,-
ṳˤ,+,+,-,+,-,-,-,0,+,+,-,-,-,-,+,+,+,+,+,+,-
y̤ˤ,+,+,-,+,-,-,-,0,+,+,-,-,-,-,+,+,+,+,+,+,-
æ̤ˤ,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,-,+,+,-,+,-
ø̤ˤ,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,-,+,+,+,+,-
œ̤ˤ,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,-,+,+,+,-,-
ɒ̤ˤ,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,-,+,+,+,+,-
ɔ̤ˤ,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,-,+,+,+,-,-
ə̤ˤ,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,-,+,+,-,-,-
ɘ̤ˤ,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,-,+,+,-,-,-
ɵ̤ˤ,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,-,+,+,+,-,-
ɞ̤ˤ,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,-,+,+,+,+,-
ɜ̤ˤ,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,-,+,+,-,+,-
ɛ̤ˤ,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,-,+,+,-,-,-
ɨ̤ˤ,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,+,+,+,-,+,-
ɪ̤ˤ,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,+,+,+,-,-,-
ɯ̤ˤ,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,+,+,+,-,-,-
ɶ̤ˤ,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,-,+,+,+,+,-
ʊ̤ˤ,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,+,+,+,+,-,-
ɐ̤ˤ,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,-,+,+,-,+,-
ʌ̤ˤ,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,-,+,+,-,+,-
ʏ̤ˤ,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,+,+,+,+,-,-
ɡ̤͡b̤ː,-,-,+,-,-,-,-,0,+,+,-,0,-,0,+,+,-,0,-,0,+
ɡ̤ː,-,-,+,-,-,-,-,0,+,+,-,-,-,0,-,+,-,+,-,0,+
ɖ̤ː,-,-,+,-,-,-,-,0,+,+,-,-,+,-,-,-,-,-,-,0,+
ɟ̤ː,-,-,+,-,-,-,-,0,+,+,-,-,-,0,-,+,-,-,-,0,+
ɠ̤ː,-,-,+,-,-,-,-,0,+,+,+,-,-,0,-,+,-,+,-,0,+
ɢ̤ː,-,-,+,-,-,-,-,0,+,+,-,-,-,0,-,-,-,+,-,0,+
ʄ̤ː,-,-,+,-,-,-,-,0,+,+,+,-,-,0,-,+,-,-,-,0,+
ʛ̤ː,-,-,+,-,-,-,-,0,+,+,+,-,-,0,-,-,-,+,-,0,+
b̤ː,-,-,+,-,-,-,-,0,+,+,-,+,-,0,+,-,-,-,-,0,+
b̤͡d̤ː,-,-,+,-,-,-,-,0,+,+,-,+,+,-,+,-,-,-,-,0,+
d̤ː,-,-,+,-,-,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,+
d̪̤ː,-,-,+,-,-,-,-,-,+,+,-,+,+,+,-,-,-,-,-,0,+
ɓ̤ː,-,-,+,-,-,-,-,0,+,+,+,+,-,0,+,-,-,-,-,0,+
ɗ̤ː,-,-,+,-,-,-,-,-,+,+,+,+,+,-,-,-,-,-,-,0,+
b̤͡β̤ː,-,-,+,-,+,-,-,0,+,+,-,0,-,0,+,0,0,0,-,0,+
ɡ̤͡ɣ̤ː,-,-,+,-,+,-,-,0,+,+,-,0,-,0,-,+,-,0,-,0,+
ɢ̤͡ʁ̤ː,-,-,+,-,+,-,-,0,+,+,-,0,-,0,-,-,-,+,-,0,+
d̤͡ʒ̤ː,-,-,+,-,+,-,-,+,+,+,-,-,+,+,-,-,-,-,-,0,+
ɖ̤͡ʐ̤ː,-,-,+,-,+,-,-,+,+,+,-,-,+,-,-,0,0,0,-,0,+
ɟ̤͡ʝ̤ː,-,-,+,-,+,-,-,0,+,+,-,-,+,+,-,+,-,-,-,0,+
b̤͡v̤ː,-,-,+,-,+,-,-,0,+,+,-,+,-,0,+,-,-,-,-,0,+
d̪̤͡z̪̤ː,-,-,+,-,+,-,-,+,+,+,-,+,+,+,-,0,0,0,-,0,+
d̪̤͡ð̤ː,-,-,+,-,+,-,-,-,+,+,-,+,+,+,-,0,0,0,-,0,+
d̪̤͡ɮ̪̤ː,-,-,+,-,+,+,-,-,+,+,-,+,+,+,-,0,0,0,-,0,+
d̤͡z̤ː,-,-,+,-,+,-,-,+,+,+,-,+,+,-,-,-,-,-,-,0,+
d̤͡ɮ̤ː,-,-,+,-,+,+,-,-,+,+,-,+,+,-,-,0,0,0,-,0,+
d̤͡ʑ̤ː,-,-,+,-,+,-,-,+,+,+,-,+,+,+,-,+,-,-,-,0,+
ɣ̤ː,-,-,+,+,-,-,-,0,+,+,-,-,-,0,-,+,-,+,-,0,+
ʁ̤ː,-,-,+,+,-,-,-,0,+,+,-,-,-,0,-,-,-,+,-,0,+
ʐ̤ː,-,-,+,+,-,-,-,+,+,+,-,-,+,-,-,-,-,-,-,0,+
ʒ̤ː,-,-,+,+,-,-,-,+,+,+,-,-,+,+,-,-,-,-,-,0,+
ʕ̤ː,-,-,+,+,-,-,-,0,+,+,-,-,-,0,-,-,+,+,-,0,+
ʝ̤ː,-,-,+,+,-,-,-,0,+,+,-,-,-,0,-,+,-,-,-,0,+
v̤ː,-,-,+,+,-,-,-,0,+,+,-,+,-,0,+,-,-,-,-,0,+
z̤ː,-,-,+,+,-,-,-,+,+,+,-,+,+,-,-,-,-,-,-,0,+
z̪̤ː,-,-,+,+,-,-,-,+,+,+,-,+,+,+,-,-,-,-,-,0,+
ð̤ː,-,-,+,+,-,-,-,-,+,+,-,+,+,+,-,-,-,-,-,0,+
β̤ː,-,-,+,+,-,-,-,0,+,+,-,+,-,0,+,-,-,-,-,0,+
ɮ̤ː,-,-,+,+,+,+,-,-,+,+,-,+,+,-,-,0,0,0,-,0,+
ʑ̤ː,-,-,+,+,+,-,-,+,+,+,-,+,+,+,-,+,-,-,-,0,+
ɱ̤ː,-,+,+,-,0,-,+,0,+,+,-,+,-,0,+,0,0,0,-,0,+
ŋː,-,+,+,-,-,-,+,0,+,+,-,-,-,0,-,+,-,+,-,0,+
ɳ̤ː,-,+,+,-,-,-,+,-,+,+,-,-,+,0,-,-,-,-,-,0,+
ɴ̤ː,-,+,+,-,-,-,+,0,+,+,-,-,-,0,-,-,-,+,-,0,+
m̤ː,-,+,+,-,-,-,+,0,+,+,-,+,-,0,+,-,-,-,-,0,+
n̤ː,-,+,+,-,-,-,+,-,+,+,-,+,+,-,-,-,-,-,-,0,+
n̪̤ː,-,+,+,-,-,-,+,-,+,+,-,+,+,+,-,-,-,-,-,0,+
ɲ̤ː,-,+,+,-,-,-,+,-,+,+,-,+,-,0,-,+,-,-,-,0,+
ɥ̤ː,-,+,-,+,0,-,-,0,+,+,-,0,-,0,+,+,-,-,+,+,+
ɰ̤ː,-,+,-,+,0,-,-,0,+,+,-,0,-,0,-,+,-,0,-,+,+
ʋ̤ː,-,+,-,+,0,-,-,0,+,+,-,+,-,0,+,0,0,0,-,0,+
ʀ̤ː,-,+,+,+,0,-,-,0,+,+,-,0,-,0,-,-,-,+,-,0,+
ʙ̤ː,-,+,+,+,0,-,-,0,+,+,-,+,-,0,+,0,0,0,-,0,+
ʟ̤ː,-,+,+,+,0,+,-,0,+,+,-,0,-,0,-,+,-,0,-,0,+
ɭ̤ː,-,+,+,+,0,+,-,-,+,+,-,-,+,-,-,0,0,0,-,0,+
ɽ̤ː,-,+,+,+,0,-,-,-,+,+,-,-,+,-,-,0,0,0,-,0,+
ʎ̤ː,-,+,+,+,0,+,-,0,+,+,-,-,+,+,-,+,-,-,-,0,+
r̤ː,-,+,+,+,0,-,-,-,+,+,-,+,+,-,-,0,0,0,-,0,+
r̪̤ː,-,+,+,+,0,-,-,-,+,+,-,+,+,+,-,0,0,0,-,0,+
ɫ̤ː,-,+,+,+,0,+,-,-,+,+,-,+,+,-,-,-,-,+,-,0,+
ɺ̤ː,-,+,+,+,0,+,-,-,+,+,-,+,+,-,-,0,0,0,-,0,+
ɾ̤ː,-,+,+,+,0,-,-,-,+,+,-,+,+,-,-,0,0,0,-,0,+
j̤ː,-,+,-,+,-,-,-,0,+,+,-,-,-,0,-,+,-,-,-,0,+
w̤ː,-,+,-,+,-,-,-,0,+,+,-,-,-,0,+,+,-,+,+,0,+
ɹ̤ː,-,+,-,+,-,-,-,-,+,+,-,-,+,-,-,+,-,+,+,0,+
ɻ̤ː,-,+,-,+,-,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,+
l̤ː,-,+,+,+,-,+,-,-,+,+,-,+,+,-,-,-,-,-,-,0,+
l̪̤ː,-,+,+,+,-,+,-,-,+,+,-,+,+,+,-,-,-,-,-,0,+
ɑ̤ː,+,+,-,+,0,-,-,0,+,+,-,-,-,-,-,-,+,+,-,+,+
ɘ̤ː,+,+,-,+,0,-,-,0,+,+,-,-,-,-,-,-,-,-,-,+,+
ɞ̤ː,+,+,-,+,0,-,-,0,+,+,-,-,-,-,+,-,-,-,+,-,+
ɤ̤ː,+,+,-,+,0,-,-,0,+,+,-,-,-,-,-,-,-,+,-,+,+
ɵ̤ː,+,+,-,+,0,-,-,0,+,+,-,-,-,-,+,-,-,-,+,+,+
ʉ̤ː,+,+,-,+,0,-,-,0,+,+,-,-,-,-,+,+,-,-,+,+,+
a̤ː,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,-,+,+,-,+,+
e̤ː,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,-,-,-,-,+,+
i̤ː,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,+,-,-,-,+,+
o̤ː,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,-,-,+,+,+,+
ṳː,+,+,-,+,-,-,-,0,+,+,-,-,-,-,+,+,-,+,+,+,+
y̤ː,+,+,-,+,-,-,-,0,+,+,-,-,-,-,+,+,-,-,+,+,+
æ̤ː,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,-,+,-,-,+,+
ø̤ː,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,-,-,-,+,+,+
œ̤ː,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,-,-,-,+,-,+
ɒ̤ː,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,-,+,+,+,+,+
ɔ̤ː,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,-,-,+,+,-,+
ə̤ː,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,-,-,+,-,-,+
ɘ̤ː,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,-,-,+,-,-,+
ɵ̤ː,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,-,-,+,+,-,+
ɞ̤ː,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,-,-,+,+,+,+
ɜ̤ː,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,-,-,+,-,+,+
ɛ̤ː,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,-,-,-,-,-,+
ɨ̤ː,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,+,-,+,-,+,+
ɪ̤ː,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,+,-,-,-,-,+
ɯ̤ː,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,+,-,+,-,-,+
ɶ̤ː,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,-,+,-,+,+,+
ʊ̤ː,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,+,-,+,+,-,+
ɐ̤ː,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,-,-,+,-,+,+
ʌ̤ː,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,-,-,+,-,+,+
ʏ̤ː,+,+,-,+,-,-,-,0,+,+,-,-,-,-,-,+,-,-,+,-,+
ɡ̰͡b̰ʷ,-,-,+,-,-,-,-,0,+,-,+,0,-,0,+,+,-,+,+,0,-
ɡ̰ʷ,-,-,+,-,-,-,-,0,+,-,+,-,-,0,-,+,-,+,+,0,-
ɖ̰ʷ,-,-,+,-,-,-,-,0,+,-,+,-,+,-,-,+,-,+,+,0,-
ɟ̰ʷ,-,-,+,-,-,-,-,0,+,-,+,-,-,0,-,+,-,+,+,0,-
ɠ̰ʷ,-,-,+,-,-,-,-,0,+,-,+,-,-,0,-,+,-,+,+,0,-
ɢ̰ʷ,-,-,+,-,-,-,-,0,+,-,+,-,-,0,-,+,-,+,+,0,-
ʄ̰ʷ,-,-,+,-,-,-,-,0,+,-,+,-,-,0,-,+,-,+,+,0,-
ʛ̰ʷ,-,-,+,-,-,-,-,0,+,-,+,-,-,0,-,+,-,+,+,0,-
b̰ʷ,-,-,+,-,-,-,-,0,+,-,+,+,-,0,+,+,-,+,+,0,-
b̰͡d̰ʷ,-,-,+,-,-,-,-,0,+,-,+,+,+,-,+,+,-,+,+,0,-
d̰ʷ,-,-,+,-,-,-,-,-,+,-,+,+,+,-,-,+,-,+,+,0,-
d̪̰ʷ,-,-,+,-,-,-,-,-,+,-,+,+,+,+,-,+,-,+,+,0,-
ɓ̰ʷ,-,-,+,-,-,-,-,0,+,-,+,+,-,0,+,+,-,+,+,0,-
ɗ̰ʷ,-,-,+,-,-,-,-,-,+,-,+,+,+,-,-,+,-,+,+,0,-
b̰͡β̰ʷ,-,-,+,-,+,-,-,0,+,-,+,0,-,0,+,+,0,+,+,0,-
ɡ̰͡ɣ̰ʷ,-,-,+,-,+,-,-,0,+,-,+,0,-,0,-,+,-,+,+,0,-
ɢ̰͡ʁ̰ʷ,-,-,+,-,+,-,-,0,+,-,+,0,-,0,-,+,-,+,+,0,-
d̰͡ʒ̰ʷ,-,-,+,-,+,-,-,+,+,-,+,-,+,+,-,+,-,+,+,0,-
ɖ̰͡ʐ̰ʷ,-,-,+,-,+,-,-,+,+,-,+,-,+,-,-,+,0,+,+,0,-
ɟ̰͡ʝ̰ʷ,-,-,+,-,+,-,-,0,+,-,+,-,+,+,-,+,-,+,+,0,-
b̰͡v̰ʷ,-,-,+,-,+,-,-,0,+,-,+,+,-,0,+,+,-,+,+,0,-
d̪̰͡z̪̰ʷ,-,-,+,-,+,-,-,+,+,-,+,+,+,+,-,+,0,+,+,0,-
d̪̰͡ð̰ʷ,-,-,+,-,+,-,-,-,+,-,+,+,+,+,-,+,0,+,+,0,-
d̪̰͡ɮ̪̰ʷ,-,-,+,-,+,+,-,-,+,-,+,+,+,+,-,+,0,+,+,0,-
d̰͡z̰ʷ,-,-,+,-,+,-,-,+,+,-,+,+,+,-,-,+,-,+,+,0,-
d̰͡ɮ̰ʷ,-,-,+,-,+,+,-,-,+,-,+,+,+,-,-,+,0,+,+,0,-
d̰͡ʑ̰ʷ,-,-,+,-,+,-,-,+,+,-,+,+,+,+,-,+,-,+,+,0,-
ɣ̰ʷ,-,-,+,+,-,-,-,0,+,-,+,-,-,0,-,+,-,+,+,0,-
ʁ̰ʷ,-,-,+,+,-,-,-,0,+,-,+,-,-,0,-,+,-,+,+,0,-
ʐ̰ʷ,-,-,+,+,-,-,-,+,+,-,+,-,+,-,-,+,-,+,+,0,-
ʒ̰ʷ,-,-,+,+,-,-,-,+,+,-,+,-,+,+,-,+,-,+,+,0,-
ʕ̰ʷ,-,-,+,+,-,-,-,0,+,-,+,-,-,0,-,+,+,+,+,0,-
ʝ̰ʷ,-,-,+,+,-,-,-,0,+,-,+,-,-,0,-,+,-,+,+,0,-
v̰ʷ,-,-,+,+,-,-,-,0,+,-,+,+,-,0,+,+,-,+,+,0,-
z̰ʷ,-,-,+,+,-,-,-,+,+,-,+,+,+,-,-,+,-,+,+,0,-
z̪̰ʷ,-,-,+,+,-,-,-,+,+,-,+,+,+,+,-,+,-,+,+,0,-
ð̰ʷ,-,-,+,+,-,-,-,-,+,-,+,+,+,+,-,+,-,+,+,0,-
β̰ʷ,-,-,+,+,-,-,-,0,+,-,+,+,-,0,+,+,-,+,+,0,-
ɮ̰ʷ,-,-,+,+,+,+,-,-,+,-,+,+,+,-,-,+,0,+,+,0,-
ʑ̰ʷ,-,-,+,+,+,-,-,+,+,-,+,+,+,+,-,+,-,+,+,0,-
ɱ̰ʷ,-,+,+,-,0,-,+,0,+,-,+,+,-,0,+,+,0,+,+,0,-
ŋʷ,-,+,+,-,-,-,+,0,+,-,+,-,-,0,-,+,-,+,+,0,-
ɳ̰ʷ,-,+,+,-,-,-,+,-,+,-,+,-,+,0,-,+,-,+,+,0,-
ɴ̰ʷ,-,+,+,-,-,-,+,0,+,-,+,-,-,0,-,+,-,+,+,0,-
m̰ʷ,-,+,+,-,-,-,+,0,+,-,+,+,-,0,+,+,-,+,+,0,-
n̰ʷ,-,+,+,-,-,-,+,-,+,-,+,+,+,-,-,+,-,+,+,0,-
n̪̰ʷ,-,+,+,-,-,-,+,-,+,-,+,+,+,+,-,+,-,+,+,0,-
ɲ̰ʷ,-,+,+,-,-,-,+,-,+,-,+,+,-,0,-,+,-,+,+,0,-
ɥ̰ʷ,-,+,-,+,0,-,-,0,+,-,+,0,-,0,+,+,-,+,+,+,-
ɰ̰ʷ,-,+,-,+,0,-,-,0,+,-,+,0,-,0,-,+,-,+,+,+,-
ʋ̰ʷ,-,+,-,+,0,-,-,0,+,-,+,+,-,0,+,+,0,+,+,0,-
ʀ̰ʷ,-,+,+,+,0,-,-,0,+,-,+,0,-,0,-,+,-,+,+,0,-
ʙ̰ʷ,-,+,+,+,0,-,-,0,+,-,+,+,-,0,+,+,0,+,+,0,-
ʟ̰ʷ,-,+,+,+,0,+,-,0,+,-,+,0,-,0,-,+,-,+,+,0,-
ɭ̰ʷ,-,+,+,+,0,+,-,-,+,-,+,-,+,-,-,+,0,+,+,0,-
ɽ̰ʷ,-,+,+,+,0,-,-,-,+,-,+,-,+,-,-,+,0,+,+,0,-
ʎ̰ʷ,-,+,+,+,0,+,-,0,+,-,+,-,+,+,-,+,-,+,+,0,-
r̰ʷ,-,+,+,+,0,-,-,-,+,-,+,+,+,-,-,+,0,+,+,0,-
r̪̰ʷ,-,+,+,+,0,-,-,-,+,-,+,+,+,+,-,+,0,+,+,0,-
ɫ̰ʷ,-,+,+,+,0,+,-,-,+,-,+,+,+,-,-,+,-,+,+,0,-
ɺ̰ʷ,-,+,+,+,0,+,-,-,+,-,+,+,+,-,-,+,0,+,+,0,-
ɾ̰ʷ,-,+,+,+,0,-,-,-,+,-,+,+,+,-,-,+,0,+,+,0,-
j̰ʷ,-,+,-,+,-,-,-,0,+,-,+,-,-,0,-,+,-,+,+,0,-
w̰ʷ,-,+,-,+,-,-,-,0,+,-,+,-,-,0,+,+,-,+,+,0,-
ɹ̰ʷ,-,+,-,+,-,-,-,-,+,-,+,-,+,-,-,+,-,+,+,0,-
ɻ̰ʷ,-,+,-,+,-,-,-,-,+,-,+,-,+,-,-,+,-,+,+,0,-
l̰ʷ,-,+,+,+,-,+,-,-,+,-,+,+,+,-,-,+,-,+,+,0,-
l̪̰ʷ,-,+,+,+,-,+,-,-,+,-,+,+,+,+,-,+,-,+,+,0,-
ɡ̰͡b̰ʲ,-,-,+,-,-,-,-,0,+,-,+,0,-,0,+,+,-,-,-,0,-
ɡ̰ʲ,-,-,+,-,-,-,-,0,+,-,+,-,-,0,-,+,-,-,-,0,-
ɖ̰ʲ,-,-,+,-,-,-,-,0,+,-,+,-,+,-,-,+,-,-,-,0,-
ɟ̰ʲ,-,-,+,-,-,-,-,0,+,-,+,-,-,0,-,+,-,-,-,0,-
ɠ̰ʲ,-,-,+,-,-,-,-,0,+,-,+,-,-,0,-,+,-,-,-,0,-
ɢ̰ʲ,-,-,+,-,-,-,-,0,+,-,+,-,-,0,-,+,-,-,-,0,-
ʄ̰ʲ,-,-,+,-,-,-,-,0,+,-,+,-,-,0,-,+,-,-,-,0,-
ʛ̰ʲ,-,-,+,-,-,-,-,0,+,-,+,-,-,0,-,+,-,-,-,0,-
b̰ʲ,-,-,+,-,-,-,-,0,+,-,+,+,-,0,+,+,-,-,-,0,-
b̰͡d̰ʲ,-,-,+,-,-,-,-,0,+,-,+,+,+,-,+,+,-,-,-,0,-
d̰ʲ,-,-,+,-,-,-,-,-,+,-,+,+,+,-,-,+,-,-,-,0,-
d̪̰ʲ,-,-,+,-,-,-,-,-,+,-,+,+,+,+,-,+,-,-,-,0,-
ɓ̰ʲ,-,-,+,-,-,-,-,0,+,-,+,+,-,0,+,+,-,-,-,0,-
ɗ̰ʲ,-,-,+,-,-,-,-,-,+,-,+,+,+,-,-,+,-,-,-,0,-
b̰͡β̰ʲ,-,-,+,-,+,-,-,0,+,-,+,0,-,0,+,+,0,-,-,0,-
ɡ̰͡ɣ̰ʲ,-,-,+,-,+,-,-,0,+,-,+,0,-,0,-,+,-,-,-,0,-
ɢ̰͡ʁ̰ʲ,-,-,+,-,+,-,-,0,+,-,+,0,-,0,-,+,-,-,-,0,-
d̰͡ʒ̰ʲ,-,-,+,-,+,-,-,+,+,-,+,-,+,+,-,+,-,-,-,0,-
ɖ̰͡ʐ̰ʲ,-,-,+,-,+,-,-,+,+,-,+,-,+,-,-,+,0,-,-,0,-
ɟ̰͡ʝ̰ʲ,-,-,+,-,+,-,-,0,+,-,+,-,+,+,-,+,-,-,-,0,-
b̰͡v̰ʲ,-,-,+,-,+,-,-,0,+,-,+,+,-,0,+,+,-,-,-,0,-
d̪̰͡z̪̰ʲ,-,-,+,-,+,-,-,+,+,-,+,+,+,+,-,+,0,-,-,0,-
d̪̰͡ð̰ʲ,-,-,+,-,+,-,-,-,+,-,+,+,+,+,-,+,0,-,-,0,-
